No.;Tanggal;Delik;Sektor;Instansi;Unit Kerja;Provinsi;Kabupaten/Kota;Tahun;Kode Kabupaten;Kode Provinsi
123;26/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA KUPANG;PEMERINTAH KOTA KUPANG;NUSA TENGGARA TIMUR;KUPANG;2002;5303;5371
124;24/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN PELALAWAN;PEMERINTAH KABUPATEN PELALAWAN;RIAU;PELALAWAN;2014;1404;1471
125;24/03/14 00.00;Penyuapan;;KEMENTERIAN SOSIAL;KEMENTERIAN SOSIAL;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
126;28/03/14 00.00;Penyuapan;-;PT. BANK RAKYAT INDONESIA;PT. BANK RAKYAT INDONESIA;DKI JAKARTA;JAKARTA TIMUR;2010;3172;3173
127;19/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KOMISI PEMBERANTASAN KORUPSI (KPK);;NANGGROE ACEH DARUSALAM;SEMUA KOTA;0;11;1171
128;02/04/14 00.00;Penyuapan;;PEMERINTAH PROVINSI DKI JAKARTA;;DKI JAKARTA;JAKARTA BARAT;2005;3174;3173
129;12/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BANYUWANGI;DINAS PERTAMBANGAN KABUPATEN BANYUWANGI;JAWA TIMUR;BANYUWANGI;2010;3510;7835
130;17/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SELUMA;;BENGKULU;SELUMA;2007;1705;1771
131;28/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SELAYAR;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SELAYAR;SULAWESI SELATAN;SELAYAR;2014;7301;7371
132;27/03/14 00.00;Penggelapan dalam jabatan;EKSEKUTIF;PEMERINTAH KABUPATEN MALUKU TENGGARA BARAT;DINAS PENDIDIKAN KABUPATEN MALUKU TENGGARA BARAT;MALUKU;MALUKU TENGGARA;2011;8102;8171
133;26/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;JEDDAH;MAKKAH;2012;#N/A;#N/A
134;28/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;JEDDAH;MAKKAH;2014;#N/A;#N/A
135;26/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN TENAGA KERJA DAN TRANSMIGRASI;BNP2TKI;DKI JAKARTA;JAKARTA SELATAN;2012;3171;3173
136;28/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;JEDDAH;MAKKAH;2014;#N/A;#N/A
137;28/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;JEDDAH;MAKKAH;2014;#N/A;#N/A
138;01/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;JEDDAH;MAKKAH;2014;#N/A;#N/A
139;19/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERUSAHAAN LISTRIK NEGARA;PT. PERUSAHAAN LISTRIK NEGARA;SUMATERA UTARA;TOBA SAMOSIR;2010;1206;1275
140;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA MAKASSAR;;SULAWESI SELATAN;MAKASSAR;2006;7371;7371
141;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MOJOKERTO;PEMERINTAH KABUPATEN MOJOKERTO;JAWA TIMUR;MOJOKERTO;2011;3516;7835
142;05/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;LEGISLATIF;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN KEPULAUAN SITARO;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN KEPULAUAN SITARO;SULAWESI UTARA;KEPULAUAN SITARO;2009;#N/A;7171
143;20/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
144;05/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN SINTANG;DINAS PU/KIMPRASWIL KABUPATEN SINTANG;KALIMANTAN BARAT;SINTANG;2012;6107;6171
145;01/04/14 00.00;Penyuapan;;NON PEMERINTAH - SWASTA;;NANGGROE ACEH DARUSALAM;ACEH TIMUR;2010;1105;1171
146;14/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
147;02/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MINAHASA TENGGARA;;SULAWESI UTARA;MINAHASA TENGGARA;2008;7109;7171
148;02/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN PENAJAM PASIR UTARA;;KALIMANTAN TIMUR;PENAJAM PASIR UTARA;2008;6409;6471
149;08/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;YUDIKATIF;KEPOLISIAN RESOR PEKALONGAN;KEPOLISIAN RESOR PEKALONGAN;JAWA TENGAH;PEKALONGAN;2009;3326;3374
150;13/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI GORONTALO;;GORONTALO;BOALEMO;2001;7501;7571
151;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MOJOKERTO;PEMERINTAH KABUPATEN MOJOKERTO;JAWA TIMUR;MOJOKERTO;2011;3516;7835
152;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PEKERJAAN UMUM;KEMENTERIAN PEKERJAAN UMUM;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
153;24/03/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN SINTANG;PEMERINTAH KABUPATEN SINTANG;KALIMANTAN BARAT;SINTANG;2002;6107;6171
154;12/03/14 00.00;Pemerasan;-;PEMERINTAH KABUPATEN LAMPUNG TENGAH;;LAMPUNG;LAMPUNG TENGAH;2014;1805;1871
155;25/02/14 00.00;Gratifikasi;BUMN;PT. PELINDO III;;SUMATERA UTARA;MEDAN;2014;1275;1275
156;26/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PENDIDIKAN NASIONAL;KEMENTERIAN PENDIDIKAN NASIONAL;JAWA TIMUR;NGAWI;2012;3521;7835
157;08/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN ACEH TIMUR;PEMERINTAH KABUPATEN ACEH TIMUR;NANGGROE ACEH DARUSALAM;ACEH TIMUR;2009;1105;1171
158;28/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI SUMATERA UTARA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2014;11;1171
159;21/04/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KOTA BEKASI;SEKRETARIAT DAERAH  KOTA BEKASI;JAWA BARAT;BEKASI;2009;3216;3273
160;30/04/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PERUSAHAAN JAWATAN TELEVISI REPUBLIK INDONESIA (TVRI);;DKI JAKARTA;JAKARTA SELATAN;2012;3171;3173
161;29/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TOBA SAMOSIR;PEMERINTAH KABUPATEN TOBA SAMOSIR;SUMATERA UTARA;TOBA SAMOSIR;2010;1206;1275
162;24/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL;KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL;NUSA TENGGARA BARAT;MATARAM;2007;5271;5271
163;17/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN ALOR;;NUSA TENGGARA TIMUR;ALOR;2009;5307;5371
164;12/03/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;YUDIKATIF;KEJAKSAAN NEGERI SUMENEP;KEJAKSAAN NEGERI SUMENEP;JAWA TIMUR;SUMENEP;2008;3529;7835
165;13/03/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN SELAYAR;PEMERINTAH KABUPATEN SELAYAR;SULAWESI SELATAN;SELAYAR;2005;7301;7371
166;27/03/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN TANGGAMUS;PEMERINTAH KABUPATEN TANGGAMUS;LAMPUNG;TANGGAMUS;2014;1802;1871
167;21/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BANDUNG BARAT;PEMERINTAH KABUPATEN BANDUNG BARAT;JAWA BARAT;BANDUNG BARAT;2010;3217;3273
168;30/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI PAPUA;PEMERINTAH PROVINSI PAPUA;PAPUA;JAYAPURA;2011;9403;9471
169;11/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PEKERJAAN UMUM;KEMENTERIAN PEKERJAAN UMUM;SUMATERA BARAT;PADANG;2014;1371;1371
170;05/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BUTON;PEMERINTAH KABUPATEN BUTON;SULAWESI TENGGARA;BUTON;2013;7401;7471
171;22/04/14 00.00;Penyuapan;-;PEMERINTAH PROVINSI JAWA TIMUR;PEMERINTAH PROVINSI JAWA TIMUR;JAWA TIMUR;SURABAYA;2013;3578;7835
172;30/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BANTUL;PEMERINTAH KABUPATEN BANTUL;D.I. YOGYAKARTA;BANTUL;2011;3402;#N/A
173;06/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LAMPUNG UTARA;DINAS PU/KIMPRASWIL KABUPATEN LAMPUNG UTARA;LAMPUNG;LAMPUNG UTARA;2012;1806;1871
174;12/05/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;KOMISI PEMBERANTASAN KORUPSI (KPK);;JAWA BARAT;BANDUNG;0;3204;3273
175;21/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN INDRAMAYU;DINAS PU/KIMPRASWIL KABUPATEN INDRAMAYU;JAWA BARAT;INDRAMAYU;2011;3212;3273
176;05/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN NUNUKAN;;KALIMANTAN TIMUR;NUNUKAN;2002;6504;6471
177;12/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BENGKALIS;;RIAU;BENGKALIS;2012;1408;1471
178;03/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERUSAHAAN LISTRIK NEGARA;PT. PERUSAHAAN LISTRIK NEGARA;SULAWESI SELATAN;MAKASSAR;2008;7371;7371
179;14/05/14 00.00;Penyuapan;BUMN;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
180;04/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SARMI;;PAPUA;SARMI;2012;9419;9471
181;18/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN PANDEGLANG;;BANTEN;PANDEGLANG;0;3601;3604
182;08/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BOYOLALI;PEMERINTAH KABUPATEN BOYOLALI;JAWA TENGAH;BOYOLALI;2011;3309;3374
183;08/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERKEBUNAN NUSANTARA IV;;SUMATERA UTARA;MEDAN;1990;1275;1275
184;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;;;KALIMANTAN TIMUR;PASER;2005;6401;6471
185;14/04/14 00.00;Gratifikasi;-;PEMERINTAH PROVINSI SULAWESI UTARA;PEMERINTAH PROVINSI SULAWESI UTARA;SULAWESI UTARA;MANADO;2005;7171;7171
186;20/05/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN TAPANULI TENGAH;PEMERINTAH KABUPATEN TAPANULI TENGAH;SUMATERA UTARA;TAPANULI TENGAH;2013;1204;1275
187;14/05/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN LAMONGAN;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN LAMONGAN;JAWA TIMUR;LAMONGAN;2010;3524;7835
188;21/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. KERETA API INDONESIA;PT. KERETA API INDONESIA;JAWA TENGAH;SEMARANG;2005;3322;3374
189;16/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;SEKRETARIAT JENDERAL DPR-RI;;JAWA TIMUR;PASURUAN;2014;3514;7835
190;15/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MALANG;PEMERINTAH KABUPATEN MALANG;JAWA TIMUR;MALANG;2013;3507;7835
191;11/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PEKERJAAN UMUM;KEMENTERIAN PEKERJAAN UMUM;SUMATERA BARAT;PADANG;2014;1371;1371
192;21/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BANJAR;DINAS PU/KIMPRASWIL KABUPATEN BANJAR;KALIMANTAN SELATAN;BANJAR;2008;3279;6371
193;01/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PERTAHANAN;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
194;01/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SUKOHARJO;PEMERINTAH KABUPATEN SUKOHARJO;JAWA TENGAH;SUKOHARJO;2012;3311;3374
195;30/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KARANGANYAR;;JAWA TENGAH;KARANGANYAR;2007;3313;3374
196;11/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SUKOHARJO;;JAWA TENGAH;SUKOHARJO;2009;3311;3374
197;02/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI KALIMANTAN TIMUR;;KALIMANTAN TIMUR;SAMARINDA;2003;6472;6471
198;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LAMPUNG UTARA;DINAS PENDIDIKAN KABUPATEN LAMPUNG UTARA;LAMPUNG;LAMPUNG UTARA;2007;1806;1871
199;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN LANGKAT;;SUMATERA UTARA;LANGKAT;2012;1213;1275
200;26/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANYUWANGI;PEMERINTAH KABUPATEN BANYUWANGI;JAWA TIMUR;BANYUWANGI;2007;3510;7835
201;16/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;SEKRETARIAT JENDERAL DPR-RI;;JAWA TIMUR;PASURUAN;2014;3514;7835
202;10/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KOMISI PEMILIHAN UMUM (KPU);KOMISI PEMILIHAN UMUM (KPU);DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
203;10/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;SEKRETARIAT JENDERAL DPR-RI;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;0;11;1171
204;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TAPANULI TENGAH;;SUMATERA UTARA;TAPANULI TENGAH;2012;1204;1275
205;04/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEJAKSAAN NEGERI JANTHO;;NANGGROE ACEH DARUSALAM;ACEH BESAR;2010;1108;1171
206;25/02/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN OGAN KOMERING ULU SELATAN;PEMERINTAH KABUPATEN OGAN KOMERING ULU SELATAN;SUMATERA SELATAN;OGAN KOMERING ULU SELATAN;2014;1608;1671
207;27/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SUKABUMI;PEMERINTAH KOTA SUKABUMI;JAWA BARAT;SUKABUMI;2014;3202;3273
208;16/04/14 00.00;Gratifikasi;-;KANTOR MENTERI NEGARA KEBUDAYAAN DAN PARIWISATA;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
209;17/04/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN BANYUASIN;PEMERINTAH KABUPATEN BANYU ASIN;SUMATERA SELATAN;BANYU ASIN;2013;1607;1671
210;21/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BEKASI;;JAWA BARAT;BEKASI;2013;3216;3273
211;02/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
212;20/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERUSAHAAN LISTRIK NEGARA;;JAWA TENGAH;JEPARA;2013;3320;3374
213;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;KEMENTERIAN PENDIDIKAN NASIONAL;;RIAU;PEKANBARU;2012;1471;1471
214;28/03/14 00.00;Penyuapan;;PENGADILAN NEGERI MAJALENGKA;PENGADILAN NEGERI MAJALENGKA;JAWA BARAT;MAJALENGKA;2014;3210;3273
215;16/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA;KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA;JAWA BARAT;BANDUNG;2012;3204;3273
216;05/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BOJONEGORO;DINAS PU/KIMPRASWIL KABUPATEN BOJONEGORO;JAWA TIMUR;BOJONEGORO;2013;3522;7835
217;25/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BOJONEGORO;DINAS PU/KIMPRASWIL KABUPATEN BOJONEGORO;JAWA TIMUR;BOJONEGORO;2013;3522;7835
218;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BOJONEGORO;DINAS PU/KIMPRASWIL KABUPATEN BOJONEGORO;JAWA TIMUR;BOJONEGORO;2013;3522;7835
219;07/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;;;KALIMANTAN TIMUR;PASER;2005;6401;6471
220;03/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN KAIMANA;;PAPUA BARAT;KAIMANA;2012;9102;9105
221;26/02/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA PARE-PARE;PEMERINTAH KOTA PARE-PARE;SULAWESI SELATAN;PAREPARE;2013;7372;7371
222;21/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANJAR;DINAS PU/KIMPRASWIL KABUPATEN BANJAR;KALIMANTAN SELATAN;BANJAR;2008;3279;6371
223;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LAMPUNG UTARA;DINAS PENDIDIKAN KABUPATEN LAMPUNG UTARA;LAMPUNG;LAMPUNG UTARA;2007;1806;1871
224;23/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA JAYAPURA;BAPPEDA KOTA JAYAPURA;PAPUA;JAYAPURA;2005;9403;9471
225;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN LAMPUNG UTARA;DINAS PENDIDIKAN KABUPATEN LAMPUNG UTARA;LAMPUNG;LAMPUNG UTARA;2007;1806;1871
226;23/04/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN MADIUN;;JAWA TIMUR;MADIUN;2014;3519;7835
227;13/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN KARANGANYAR;PEMERINTAH KABUPATEN KARANGANYAR;JAWA TENGAH;KARANGANYAR;2007;3313;3374
228;20/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MUSI BANYUASIN;DINAS PU/KIMPRASWIL KABUPATEN MUSI BANYU ASIN;SUMATERA SELATAN;MUSI BANYUASIN;2012;1606;1671
229;04/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERKEBUNAN NUSANTARA IV;;SUMATERA UTARA;PEMATANG SIANTAR;0;1273;1275
230;10/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI JAWA BARAT;;JAWA BARAT;DEPOK;2014;3276;3273
231;17/04/14 00.00;Penyuapan;YUDIKATIF;PENGADILAN TINGGI DKI JAKARTA;PENGADILAN TINGGI DKI JAKARTA;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
232;03/01/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERKEBUNAN NUSANTARA XI;PT. PERKEBUNAN NUSANTARA XI;JAWA TIMUR;LUMAJANG;2007;3508;7835
233;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERUSAHAAN GAS NEGARA;;DKI JAKARTA;JAKARTA PUSAT;2009;3173;3173
234;14/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERUSAHAAN GAS NEGARA;;DKI JAKARTA;JAKARTA PUSAT;2009;3173;3173
235;23/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MINAHASA SELATAN;PEMERINTAH KABUPATEN MINAHASA SELATAN;SULAWESI UTARA;MINAHASA SELATAN;2012;7105;7171
236;21/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BEKASI;;JAWA BARAT;BEKASI;2013;3216;3273
237;24/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KEUANGAN;DITJEN PAJAK;BALI;DENPASAR;2008;5171;5171
238;15/04/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN MOJOKERTO;PEMERINTAH KABUPATEN MOJOKERTO;JAWA TIMUR;MOJOKERTO;2011;3516;7835
239;15/04/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN MOJOKERTO;PEMERINTAH KABUPATEN MOJOKERTO;JAWA TIMUR;MOJOKERTO;2011;3516;7835
240;06/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERUSAHAAN LISTRIK NEGARA;PT. PERUSAHAAN LISTRIK NEGARA;SULAWESI SELATAN;MAKASSAR;2007;7371;7371
241;21/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KAMPAR;;RIAU;KAMPAR;2012;1406;1471
